,500,625,750,875,1000,1125,1250,1375,1500,1625,1750,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3375,3500,3625,3750,3875,4000,4125,4250,4375,4500,4625,4750,4875,5000
0.5,19.81,4.988,1.505,0.5166,0.1933,0.07741,0.03259,0.0143,0.006466,0.002996,0.001415,0.0006774,0.0003284,0.0001614,7.958e-05,3.956e-05,1.982e-05,9.994e-06,5.084e-06,2.595e-06,1.338e-06,6.915e-07,3.618e-07,1.898e-07,9.992e-08,5.263e-08,2.778e-08,1.449e-08,7.513e-09,3.811e-09,1.91e-09,9.218e-10,4.346e-10,1.959e-10,8.477e-11,3.477e-11,1.328e-11
0.75,19.77,4.994,1.505,0.5158,0.1929,0.07725,0.03258,0.01429,0.006457,0.002989,0.001411,0.0006756,0.0003285,0.0001608,7.951e-05,3.954e-05,1.984e-05,9.98e-06,5.071e-06,2.59e-06,1.335e-06,6.915e-07,3.613e-07,1.895e-07,1.002e-07,5.274e-08,2.764e-08,1.453e-08,7.515e-09,3.813e-09,1.899e-09,9.214e-10,4.342e-10,1.964e-10,8.481e-11,3.479e-11,1.335e-11
1.0,19.78,4.977,1.506,0.5161,0.1932,0.07736,0.03263,0.0143,0.00647,0.002992,0.001415,0.0006785,0.0003279,0.0001609,7.952e-05,3.953e-05,1.981e-05,1e-05,5.088e-06,2.602e-06,1.336e-06,6.947e-07,3.608e-07,1.895e-07,9.97e-08,5.275e-08,2.774e-08,1.449e-08,7.498e-09,3.823e-09,1.9e-09,9.246e-10,4.342e-10,1.965e-10,8.48e-11,3.468e-11,1.335e-11
1.25,19.81,4.998,1.508,0.5183,0.1937,0.07756,0.03268,0.01428,0.006472,0.002994,0.001413,0.0006777,0.0003292,0.0001615,7.947e-05,3.96e-05,1.979e-05,9.993e-06,5.079e-06,2.594e-06,1.335e-06,6.933e-07,3.61e-07,1.9e-07,9.996e-08,5.25e-08,2.785e-08,1.448e-08,7.497e-09,3.807e-09,1.909e-09,9.217e-10,4.34e-10,1.958e-10,8.452e-11,3.472e-11,1.331e-11
1.5,19.92,5.011,1.512,0.5198,0.1938,0.07795,0.03283,0.01437,0.006497,0.00301,0.001421,0.0006806,0.0003294,0.0001617,7.997e-05,3.972e-05,1.987e-05,1.001e-05,5.076e-06,2.603e-06,1.337e-06,6.915e-07,3.62e-07,1.899e-07,9.986e-08,5.269e-08,2.779e-08,1.451e-08,7.515e-09,3.818e-09,1.904e-09,9.232e-10,4.333e-10,1.96e-10,8.51e-11,3.465e-11,1.326e-11
1.75,19.99,5.043,1.526,0.5219,0.1953,0.07829,0.03287,0.01447,0.006542,0.003027,0.001431,0.0006827,0.0003317,0.0001625,8.025e-05,3.988e-05,1.993e-05,1.006e-05,5.098e-06,2.608e-06,1.341e-06,6.96e-07,3.611e-07,1.901e-07,1.001e-07,5.283e-08,2.775e-08,1.451e-08,7.499e-09,3.811e-09,1.902e-09,9.214e-10,4.341e-10,1.961e-10,8.497e-11,3.478e-11,1.33e-11
2.0,20.17,5.082,1.536,0.5267,0.1972,0.07916,0.03329,0.01461,0.006596,0.003051,0.001441,0.0006896,0.0003342,0.000163,8.052e-05,4.005e-05,2.005e-05,1.011e-05,5.121e-06,2.621e-06,1.344e-06,6.955e-07,3.628e-07,1.903e-07,1.004e-07,5.27e-08,2.78e-08,1.455e-08,7.512e-09,3.824e-09,1.905e-09,9.228e-10,4.34e-10,1.97e-10,8.487e-11,3.473e-11,1.335e-11
2.25,20.45,5.162,1.56,0.533,0.2002,0.08008,0.03367,0.01474,0.006687,0.00309,0.001457,0.0006985,0.0003374,0.0001648,8.13e-05,4.044e-05,2.013e-05,1.017e-05,5.148e-06,2.623e-06,1.348e-06,6.98e-07,3.617e-07,1.906e-07,1.003e-07,5.28e-08,2.778e-08,1.453e-08,7.502e-09,3.828e-09,1.901e-09,9.277e-10,4.343e-10,1.96e-10,8.53e-11,3.484e-11,1.327e-11
2.5,20.89,5.26,1.593,0.545,0.204,0.08181,0.03436,0.01507,0.006799,0.003147,0.001478,0.0007082,0.0003428,0.0001671,8.23e-05,4.087e-05,2.044e-05,1.026e-05,5.187e-06,2.642e-06,1.355e-06,7.004e-07,3.645e-07,1.911e-07,1.005e-07,5.302e-08,2.782e-08,1.454e-08,7.488e-09,3.824e-09,1.895e-09,9.253e-10,4.348e-10,1.957e-10,8.459e-11,3.468e-11,1.332e-11
2.75,21.38,5.389,1.633,0.5606,0.2095,0.08384,0.03524,0.01545,0.006973,0.003214,0.001509,0.0007234,0.0003494,0.0001704,8.375e-05,4.143e-05,2.077e-05,1.037e-05,5.238e-06,2.669e-06,1.367e-06,7.054e-07,3.672e-07,1.919e-07,1.009e-07,5.314e-08,2.784e-08,1.456e-08,7.497e-09,3.824e-09,1.909e-09,9.242e-10,4.335e-10,1.974e-10,8.483e-11,3.476e-11,1.329e-11
3.0,22.12,5.604,1.694,0.5786,0.2173,0.0869,0.03647,0.01593,0.007183,0.003315,0.001558,0.0007424,0.0003578,0.0001741,8.558e-05,4.223e-05,2.104e-05,1.055e-05,5.313e-06,2.695e-06,1.377e-06,7.105e-07,3.69e-07,1.93e-07,1.013e-07,5.321e-08,2.798e-08,1.455e-08,7.52e-09,3.831e-09,1.909e-09,9.274e-10,4.351e-10,1.973e-10,8.458e-11,3.479e-11,1.336e-11
3.25,23.02,5.828,1.768,0.6056,0.2264,0.09036,0.03803,0.0166,0.007472,0.003444,0.001615,0.0007681,0.0003698,0.0001792,8.8e-05,4.331e-05,2.15e-05,1.071e-05,5.391e-06,2.734e-06,1.396e-06,7.172e-07,3.724e-07,1.94e-07,1.017e-07,5.326e-08,2.811e-08,1.459e-08,7.542e-09,3.827e-09,1.915e-09,9.26e-10,4.334e-10,1.965e-10,8.491e-11,3.46e-11,1.332e-11
3.5,24.17,6.129,1.857,0.6376,0.2385,0.09514,0.04005,0.01742,0.007836,0.0036,0.001685,0.0007974,0.0003843,0.0001862,9.086e-05,4.476e-05,2.214e-05,1.1e-05,5.504e-06,2.786e-06,1.419e-06,7.294e-07,3.762e-07,1.957e-07,1.022e-07,5.369e-08,2.814e-08,1.463e-08,7.561e-09,3.838e-09,1.913e-09,9.267e-10,4.349e-10,1.966e-10,8.478e-11,3.469e-11,1.336e-11
