,1000,1250,1500,1750,2000,2250,2500
0.0625,0.0001496,3.411e-05,9.289e-06,2.855e-06,9.593e-07,3.453e-07,1.316e-07
0.125,0.0005992,0.0001352,3.728e-05,1.151e-05,3.868e-06,1.385e-06,5.225e-07
0.1875,0.001333,0.0003049,8.314e-05,2.552e-05,8.707e-06,3.124e-06,1.182e-06
0.25,0.002404,0.0005443,0.0001501,4.57e-05,1.531e-05,5.438e-06,2.072e-06
0.3125,0.003735,0.000855,0.0002327,7.138e-05,2.396e-05,8.675e-06,3.277e-06
0.375,0.005362,0.001238,0.0003327,0.0001034,3.491e-05,1.246e-05,4.702e-06
0.4375,0.007278,0.001676,0.0004531,0.0001412,4.684e-05,1.698e-05,6.423e-06
0.5,0.009602,0.002183,0.0005899,0.0001835,6.153e-05,2.204e-05,8.341e-06
0.5625,0.01208,0.002763,0.0007487,0.00023,7.807e-05,2.791e-05,1.06e-05
0.625,0.01486,0.003379,0.0009261,0.0002866,9.664e-05,3.413e-05,1.308e-05
0.6875,0.01794,0.004135,0.001125,0.0003473,0.0001167,4.206e-05,1.591e-05
0.75,0.02153,0.004902,0.001333,0.0004122,0.0001381,4.995e-05,1.884e-05
0.8125,0.02528,0.005737,0.001554,0.0004841,0.0001629,5.861e-05,2.226e-05
0.875,0.02927,0.006691,0.001801,0.0005614,0.0001879,6.718e-05,2.576e-05
0.9375,0.03376,0.007658,0.002083,0.0006494,0.0002171,7.79e-05,2.941e-05
1.0,0.03833,0.00867,0.002375,0.0007338,0.0002467,8.831e-05,3.389e-05
1.0625,0.04339,0.00991,0.002685,0.0008317,0.0002787,0.0001003,3.78e-05
1.125,0.04843,0.01103,0.003007,0.0009167,0.0003138,0.000112,4.262e-05
1.1875,0.05401,0.01225,0.003349,0.00103,0.0003465,0.0001243,4.677e-05
1.25,0.05983,0.01374,0.003737,0.001136,0.0003862,0.0001388,5.237e-05
1.3125,0.06574,0.01507,0.004058,0.001259,0.0004235,0.0001521,5.795e-05
1.375,0.07234,0.01636,0.004527,0.001387,0.0004622,0.0001664,6.303e-05
1.4375,0.07901,0.01807,0.004894,0.001505,0.0005056,0.0001815,6.896e-05
1.5,0.08645,0.01975,0.005303,0.001651,0.000563,0.0001998,7.509e-05
1.5625,0.09335,0.0214,0.005823,0.001786,0.0005996,0.0002184,8.177e-05
1.625,0.1014,0.02317,0.006297,0.001937,0.000652,0.0002313,8.862e-05
1.6875,0.1089,0.02485,0.006809,0.002089,0.0006999,0.000253,9.58e-05
1.75,0.1179,0.02694,0.007227,0.002241,0.0007535,0.0002702,0.0001027
1.8125,0.1269,0.02847,0.007818,0.002393,0.0008091,0.0002922,0.0001098
1.875,0.1347,0.03078,0.0083,0.002581,0.0008617,0.000314,0.0001179
1.9375,0.1433,0.03309,0.008909,0.002752,0.00092,0.0003325,0.0001256
2.0,0.1533,0.0346,0.009517,0.002964,0.0009894,0.0003523,0.000133
2.0625,0.1639,0.03723,0.01011,0.003122,0.00104,0.000376,0.0001414
2.125,0.1732,0.03908,0.01072,0.003277,0.001105,0.0004002,0.0001507
2.1875,0.1832,0.04195,0.01133,0.003505,0.001177,0.0004228,0.0001611
2.25,0.1943,0.04431,0.0121,0.003705,0.001248,0.0004482,0.0001688
2.3125,0.2046,0.04635,0.01275,0.003876,0.001319,0.0004689,0.0001798
2.375,0.2165,0.0492,0.01335,0.004135,0.001381,0.0004994,0.0001889
2.4375,0.2281,0.05173,0.01409,0.00436,0.001452,0.0005278,0.0001984
2.5,0.2418,0.05447,0.01467,0.004578,0.001545,0.0005558,0.0002091
2.5625,0.2489,0.05689,0.01567,0.004785,0.001627,0.0005821,0.0002178
2.625,0.2613,0.06028,0.0165,0.005006,0.001694,0.0006123,0.0002289
2.6875,0.278,0.06318,0.01714,0.005326,0.001777,0.0006382,0.0002406
2.75,0.2905,0.06587,0.01801,0.005543,0.001869,0.0006731,0.0002521
2.8125,0.3003,0.06841,0.01894,0.005782,0.001939,0.0007016,0.0002658
2.875,0.3158,0.07222,0.01987,0.006053,0.002021,0.0007308,0.0002753
2.9375,0.3264,0.07518,0.02039,0.006246,0.002119,0.0007648,0.0002893
3.0,0.3468,0.07858,0.02134,0.006644,0.002212,0.0007886,0.0003004
3.0625,0.359,0.08178,0.02225,0.006914,0.002312,0.0008277,0.0003121
3.125,0.3735,0.08532,0.02339,0.00718,0.002384,0.0008651,0.0003263
3.1875,0.393,0.08921,0.02402,0.007478,0.002507,0.00089,0.0003424
3.25,0.4003,0.09219,0.02521,0.007684,0.002611,0.0009397,0.0003555
3.3125,0.4228,0.09531,0.02613,0.008038,0.002706,0.0009731,0.0003689
3.375,0.439,0.09854,0.02727,0.008326,0.002802,0.00101,0.0003826
3.4375,0.4483,0.1028,0.02805,0.008632,0.002897,0.001039,0.0003939
3.5,0.4723,0.1064,0.02906,0.008926,0.002996,0.001084,0.0004096
1.8,0.1235,0.02835,0.007706,0.002374,0.0007896,0.0002865,0.0001081
